river,station,date,time,datetime,temp,LDO,oxy,light,modlight
buffalo,up1,7/23/2010,8:40:00,7/23/2010 8:40,9.15,8.7,8.7,374.46,1053.575534
buffalo,up1,7/23/2010,8:45:00,7/23/2010 8:45,9.16,8.7,8.7,577.98,1084.672041
buffalo,up1,7/23/2010,8:50:00,7/23/2010 8:50,9.16,8.7,8.7,830.62,1115.515216
buffalo,up1,7/23/2010,8:55:00,7/23/2010 8:55,9.16,8.72,8.72,1058.7,1146.090362
buffalo,up1,7/23/2010,9:00:00,7/23/2010 9:00,9.18,8.74,8.74,915.18,1176.382919
buffalo,up1,7/23/2010,9:05:00,7/23/2010 9:05,9.19,8.73,8.73,1005,1206.378473
buffalo,up1,7/23/2010,9:10:00,7/23/2010 9:10,9.2,8.77,8.77,1335.6,1236.062764
buffalo,up1,7/23/2010,9:15:00,7/23/2010 9:15,9.23,8.78,8.78,1305.1,1265.421692
buffalo,up1,7/23/2010,9:20:00,7/23/2010 9:20,9.24,8.8,8.8,590.06,1294.441324
buffalo,up1,7/23/2010,9:25:00,7/23/2010 9:25,9.26,8.79,8.79,744.23,1323.107903
buffalo,up1,7/23/2010,9:30:00,7/23/2010 9:30,9.28,8.8,8.8,512.5,1351.407856
buffalo,up1,7/23/2010,9:35:00,7/23/2010 9:35,9.31,8.82,8.82,463.42,1379.327798
buffalo,up1,7/23/2010,9:40:00,7/23/2010 9:40,9.34,8.84,8.84,482.65,1406.854541
buffalo,up1,7/23/2010,9:45:00,7/23/2010 9:45,9.36,8.84,8.84,541.51,1433.975102
buffalo,up1,7/23/2010,9:50:00,7/23/2010 9:50,9.39,8.84,8.84,504.12,1460.676711
buffalo,up1,7/23/2010,9:55:00,7/23/2010 9:55,9.42,8.84,8.84,409.93,1486.946814
buffalo,up1,7/23/2010,10:00:00,7/23/2010 10:00,9.45,8.85,8.85,428.86,1512.773085
buffalo,up1,7/23/2010,10:05:00,7/23/2010 10:05,9.48,8.87,8.87,513.49,1538.143431
buffalo,up1,7/23/2010,10:10:00,7/23/2010 10:10,9.52,8.88,8.88,562.56,1563.045999
buffalo,up1,7/23/2010,10:15:00,7/23/2010 10:15,9.56,8.88,8.88,594.28,1587.469185
buffalo,up1,7/23/2010,10:20:00,7/23/2010 10:20,9.59,8.89,8.89,1610.9,1611.401639
buffalo,up1,7/23/2010,10:25:00,7/23/2010 10:25,9.62,8.89,8.89,1051.2,1634.832274
buffalo,up1,7/23/2010,10:30:00,7/23/2010 10:30,9.67,8.9,8.9,1531.7,1657.750272
buffalo,up1,7/23/2010,10:35:00,7/23/2010 10:35,9.7,8.91,8.91,1677.9,1680.145094
buffalo,up1,7/23/2010,10:40:00,7/23/2010 10:40,9.74,8.9,8.9,1681.5,1702.006484
buffalo,up1,7/23/2010,10:45:00,7/23/2010 10:45,9.78,8.92,8.92,1003.8,1723.324477
buffalo,up1,7/23/2010,10:50:00,7/23/2010 10:50,9.82,8.93,8.93,1515,1744.089409
buffalo,up1,7/23/2010,10:55:00,7/23/2010 10:55,9.86,8.92,8.92,1794.2,1764.291924
buffalo,up1,7/23/2010,11:00:00,7/23/2010 11:00,9.91,8.93,8.93,1921.6,1783.922977
buffalo,up1,7/23/2010,11:05:00,7/23/2010 11:05,9.94,8.92,8.92,1895.3,1802.973849
buffalo,up1,7/23/2010,11:10:00,7/23/2010 11:10,9.98,8.95,8.95,1559.4,1821.436147
buffalo,up1,7/23/2010,11:15:00,7/23/2010 11:15,10,8.94,8.94,1455,1839.301816
buffalo,up1,7/23/2010,11:20:00,7/23/2010 11:20,10,8.93,8.93,1848.6,1856.563147
buffalo,up1,7/23/2010,11:25:00,7/23/2010 11:25,10,8.95,8.95,1399.1,1873.212779
buffalo,up1,7/23/2010,11:30:00,7/23/2010 11:30,10.04,8.96,8.96,1586.9,1889.243712
buffalo,up1,7/23/2010,11:35:00,7/23/2010 11:35,10.09,8.95,8.95,1805.4,1904.649311
buffalo,up1,7/23/2010,11:40:00,7/23/2010 11:40,10.16,8.95,8.95,1827.9,1919.42331
buffalo,up1,7/23/2010,11:45:00,7/23/2010 11:45,10.21,8.95,8.95,1863,1933.559821
buffalo,up1,7/23/2010,11:50:00,7/23/2010 11:50,10.25,8.97,8.97,1821.5,1947.053339
buffalo,up1,7/23/2010,11:55:00,7/23/2010 11:55,10.3,8.95,8.95,1947.6,1959.898743
buffalo,up1,7/23/2010,12:00:00,7/23/2010 12:00,10.34,8.95,8.95,1939.5,1972.091298
buffalo,up1,7/23/2010,12:05:00,7/23/2010 12:05,10.4,8.95,8.95,1864.6,1983.626661
buffalo,up1,7/23/2010,12:10:00,7/23/2010 12:10,10.44,8.97,8.97,1855.4,1994.500875
buffalo,up1,7/23/2010,12:15:00,7/23/2010 12:15,10.5,8.95,8.95,1862.4,2004.710367
buffalo,up1,7/23/2010,12:20:00,7/23/2010 12:20,10.57,8.98,8.98,1834.2,2014.251946
buffalo,up1,7/23/2010,12:25:00,7/23/2010 12:25,10.63,8.96,8.96,1842.5,2023.122787
buffalo,up1,7/23/2010,12:30:00,7/23/2010 12:30,10.7,8.95,8.95,1853.6,2031.320426
buffalo,up1,7/23/2010,12:35:00,7/23/2010 12:35,10.76,8.97,8.97,1806,2038.842741
buffalo,up1,7/23/2010,12:40:00,7/23/2010 12:40,10.82,8.96,8.96,1746.2,2045.687935
buffalo,up1,7/23/2010,12:45:00,7/23/2010 12:45,10.88,8.95,8.95,2008.1,2051.854511
buffalo,up1,7/23/2010,12:50:00,7/23/2010 12:50,10.94,8.95,8.95,2005.6,2057.341247
buffalo,up1,7/23/2010,12:55:00,7/23/2010 12:55,11.01,8.94,8.94,2002,2062.14717
buffalo,up1,7/23/2010,13:00:00,7/23/2010 13:00,11.07,8.94,8.94,1997.3,2066.271522
buffalo,up1,7/23/2010,13:05:00,7/23/2010 13:05,11.12,8.92,8.92,1957,2069.71373
buffalo,up1,7/23/2010,13:10:00,7/23/2010 13:10,11.18,8.95,8.95,1984.6,2072.473374
buffalo,up1,7/23/2010,13:15:00,7/23/2010 13:15,11.23,8.93,8.93,1990.1,2074.550161
buffalo,up1,7/23/2010,13:20:00,7/23/2010 13:20,11.3,8.91,8.91,1981.5,2075.943894
buffalo,up1,7/23/2010,13:25:00,7/23/2010 13:25,11.36,8.92,8.92,1973.3,2076.654453
buffalo,up1,7/23/2010,13:30:00,7/23/2010 13:30,11.43,8.91,8.91,1962.6,2076.681783
buffalo,up1,7/23/2010,13:35:00,7/23/2010 13:35,11.5,8.91,8.91,1951.9,2076.02588
buffalo,up1,7/23/2010,13:40:00,7/23/2010 13:40,11.56,8.89,8.89,1938,2074.686798
buffalo,up1,7/23/2010,13:45:00,7/23/2010 13:45,11.62,8.88,8.88,1925.6,2072.66465
buffalo,up1,7/23/2010,13:50:00,7/23/2010 13:50,11.69,8.88,8.88,1910.2,2069.959624
buffalo,up1,7/23/2010,13:55:00,7/23/2010 13:55,11.76,8.86,8.86,1896.1,2066.572008
buffalo,up1,7/23/2010,14:00:00,7/23/2010 14:00,11.82,8.86,8.86,1879.9,2062.502209
buffalo,up1,7/23/2010,14:05:00,7/23/2010 14:05,11.88,8.85,8.85,1866.6,2057.750786
buffalo,up1,7/23/2010,14:10:00,7/23/2010 14:10,11.95,8.84,8.84,1849.2,2052.318482
buffalo,up1,7/23/2010,14:15:00,7/23/2010 14:15,12.02,8.84,8.84,1830.9,2046.206252
buffalo,up1,7/23/2010,14:20:00,7/23/2010 14:20,12.07,8.81,8.81,1811,2039.415296
buffalo,up1,7/23/2010,14:25:00,7/23/2010 14:25,12.14,8.81,8.81,1789,2031.947089
buffalo,up1,7/23/2010,14:30:00,7/23/2010 14:30,12.21,8.79,8.79,1767.8,2023.803402
buffalo,up1,7/23/2010,14:35:00,7/23/2010 14:35,12.28,8.78,8.78,1749,2014.986331
buffalo,up1,7/23/2010,14:40:00,7/23/2010 14:40,12.34,8.77,8.77,1729.2,2005.498312
buffalo,up1,7/23/2010,14:45:00,7/23/2010 14:45,12.41,8.76,8.76,1711.6,1995.34214
buffalo,up1,7/23/2010,14:50:00,7/23/2010 14:50,12.47,8.72,8.72,1689.3,1984.520978
buffalo,up1,7/23/2010,14:55:00,7/23/2010 14:55,12.54,8.72,8.72,1665.2,1973.038367
buffalo,up1,7/23/2010,15:00:00,7/23/2010 15:00,12.59,8.75,8.75,1640.2,1960.898232
buffalo,up1,7/23/2010,15:05:00,7/23/2010 15:05,12.65,8.7,8.7,1617.3,1948.104887
buffalo,up1,7/23/2010,15:10:00,7/23/2010 15:10,12.72,8.68,8.68,1591.4,1934.663035
buffalo,up1,7/23/2010,15:15:00,7/23/2010 15:15,12.78,8.68,8.68,1569.3,1920.577765
buffalo,up1,7/23/2010,15:20:00,7/23/2010 15:20,12.84,8.67,8.67,1542.6,1905.854554
buffalo,up1,7/23/2010,15:25:00,7/23/2010 15:25,12.89,8.64,8.64,1518.7,1890.499258
buffalo,up1,7/23/2010,15:30:00,7/23/2010 15:30,12.96,8.64,8.64,1493.4,1874.518112
buffalo,up1,7/23/2010,15:35:00,7/23/2010 15:35,13.01,8.62,8.62,1465.9,1857.917723
buffalo,up1,7/23/2010,15:40:00,7/23/2010 15:40,13.07,8.6,8.6,1437.5,1840.705062
buffalo,up1,7/23/2010,15:45:00,7/23/2010 15:45,13.12,8.6,8.6,1409.3,1822.887461
buffalo,up1,7/23/2010,15:50:00,7/23/2010 15:50,13.18,8.57,8.57,1382.9,1804.472601
buffalo,up1,7/23/2010,15:55:00,7/23/2010 15:55,13.24,8.57,8.57,1355.1,1785.468511
buffalo,up1,7/23/2010,16:00:00,7/23/2010 16:00,13.3,8.54,8.54,1325.6,1765.883555
buffalo,up1,7/23/2010,16:05:00,7/23/2010 16:05,13.36,8.52,8.52,1296.9,1745.726429
buffalo,up1,7/23/2010,16:10:00,7/23/2010 16:10,13.41,8.5,8.5,1255.5,1725.00615
buffalo,up1,7/23/2010,16:15:00,7/23/2010 16:15,13.5,8.51,8.51,1186.3,1703.73205
buffalo,up1,7/23/2010,16:20:00,7/23/2010 16:20,13.56,8.5,8.5,1110.5,1681.91377
buffalo,up1,7/23/2010,16:25:00,7/23/2010 16:25,13.62,8.48,8.48,1046.6,1659.561249
buffalo,up1,7/23/2010,16:30:00,7/23/2010 16:30,13.67,8.48,8.48,905.1,1636.68472
buffalo,up1,7/23/2010,16:35:00,7/23/2010 16:35,13.74,8.43,8.43,876.76,1613.294702
buffalo,up1,7/23/2010,16:40:00,7/23/2010 16:40,13.79,8.42,8.42,914.25,1589.401989
buffalo,up1,7/23/2010,16:45:00,7/23/2010 16:45,13.85,8.41,8.41,804.21,1565.017647
buffalo,up1,7/23/2010,16:50:00,7/23/2010 16:50,13.9,8.38,8.38,715.57,1540.153006
buffalo,up1,7/23/2010,16:55:00,7/23/2010 16:55,13.93,8.39,8.39,764.61,1514.819649
buffalo,up1,7/23/2010,17:00:00,7/23/2010 17:00,14,8.36,8.36,821.98,1489.02941
buffalo,up1,7/23/2010,17:05:00,7/23/2010 17:05,14.03,8.35,8.35,883.39,1468.07637
buffalo,up1,7/23/2010,17:10:00,7/23/2010 17:10,14.08,8.33,8.33,1188.3,1436.126816
buffalo,up1,7/23/2010,17:15:00,7/23/2010 17:15,14.11,8.32,8.32,1159.3,1409.039304
buffalo,up1,7/23/2010,17:20:00,7/23/2010 17:20,14.15,8.31,8.31,1129.1,1381.54458
buffalo,up1,7/23/2010,17:25:00,7/23/2010 17:25,14.19,8.28,8.28,1091.6,1353.655612
buffalo,up1,7/23/2010,17:30:00,7/23/2010 17:30,14.21,8.26,8.26,1060,1325.38557
buffalo,up1,7/23/2010,17:35:00,7/23/2010 17:35,14.24,8.26,8.26,1033.9,1296.747823
buffalo,up1,7/23/2010,17:40:00,7/23/2010 17:40,14.29,8.24,8.24,1001.8,1267.755932
buffalo,up1,7/23/2010,17:45:00,7/23/2010 17:45,14.31,8.22,8.22,968.78,1238.423638
buffalo,up1,7/23/2010,17:50:00,7/23/2010 17:50,14.34,8.22,8.22,933.38,1214.72206
buffalo,up1,7/23/2010,17:55:00,7/23/2010 17:55,14.37,8.21,8.21,901.73,1178.793683
buffalo,up1,7/23/2010,18:00:00,7/23/2010 18:00,14.39,8.19,8.19,871.57,1148.524358
buffalo,up1,7/23/2010,18:05:00,7/23/2010 18:05,14.4,8.17,8.17,841.29,1117.971285
buffalo,up1,7/23/2010,18:10:00,7/23/2010 18:10,14.43,8.17,8.17,809.64,1087.149013
buffalo,up1,7/23/2010,18:15:00,7/23/2010 18:15,14.45,8.15,8.15,777.84,1056.072229
buffalo,up1,7/23/2010,18:20:00,7/23/2010 18:20,14.46,8.14,8.14,746.74,1024.755752
buffalo,up1,7/23/2010,18:25:00,7/23/2010 18:25,14.48,8.14,8.14,704.01,993.2145261
buffalo,up1,7/23/2010,18:30:00,7/23/2010 18:30,14.48,8.12,8.12,275.59,961.46361
buffalo,up1,7/23/2010,18:35:00,7/23/2010 18:35,14.49,8.13,8.13,613.08,935.9220907
buffalo,up1,7/23/2010,18:40:00,7/23/2010 18:40,14.49,8.09,8.09,616.2,897.3934866
buffalo,up1,7/23/2010,18:45:00,7/23/2010 18:45,14.49,8.1,8.1,583.96,865.1049148
buffalo,up1,7/23/2010,18:50:00,7/23/2010 18:50,14.49,8.07,8.07,544.38,832.6679097
buffalo,up1,7/23/2010,18:55:00,7/23/2010 18:55,14.48,8.08,8.08,504.54,800.0980017
buffalo,up1,7/23/2010,19:00:00,7/23/2010 19:00,14.47,8.06,8.06,312.69,773.9568677
buffalo,up1,7/23/2010,19:05:00,7/23/2010 19:05,14.48,8.05,8.05,433.5,734.6219496
buffalo,up1,7/23/2010,19:10:00,7/23/2010 19:10,14.45,8.05,8.05,381.27,701.7471937
buffalo,up1,7/23/2010,19:15:00,7/23/2010 19:15,14.46,8.05,8.05,305.67,668.8022965
buffalo,up1,7/23/2010,19:20:00,7/23/2010 19:20,14.45,8.03,8.03,105.27,642.4065013
buffalo,up1,7/23/2010,19:25:00,7/23/2010 19:25,14.44,8.03,8.03,255.91,602.7653593
buffalo,up1,7/23/2010,19:30:00,7/23/2010 19:30,14.42,8.01,8.01,263.4,569.7050362
buffalo,up1,7/23/2010,19:35:00,7/23/2010 19:35,14.41,8.02,8.02,120.15,536.6379901
buffalo,up1,7/23/2010,19:40:00,7/23/2010 19:40,14.38,8,8,77.663,503.5801211
buffalo,up1,7/23/2010,19:45:00,7/23/2010 19:45,14.36,7.99,7.99,73.616,477.1511205
buffalo,up1,7/23/2010,19:50:00,7/23/2010 19:50,14.34,7.98,7.98,70.17,437.5555226
buffalo,up1,7/23/2010,19:55:00,7/23/2010 19:55,14.32,7.96,7.96,66.476,404.620578
buffalo,up1,7/23/2010,20:00:00,7/23/2010 20:00,14.3,7.98,7.98,63.187,371.7583651
buffalo,up1,7/23/2010,20:05:00,7/23/2010 20:05,14.28,7.95,7.95,59.417,345.5316067
buffalo,up1,7/23/2010,20:10:00,7/23/2010 20:10,14.25,7.93,7.93,52.141,306.3154567
buffalo,up1,7/23/2010,20:15:00,7/23/2010 20:15,14.23,7.95,7.95,46.967,273.7663277
buffalo,up1,7/23/2010,20:20:00,7/23/2010 20:20,14.2,7.93,7.93,38.856,241.3530482
buffalo,up1,7/23/2010,20:25:00,7/23/2010 20:25,14.17,7.92,7.92,31.516,209.091273
buffalo,up1,7/23/2010,20:30:00,7/23/2010 20:30,14.15,7.91,7.91,26.733,183.4014149
buffalo,up1,7/23/2010,20:35:00,7/23/2010 20:35,14.09,7.92,7.92,22.61,145.0845238
buffalo,up1,7/23/2010,20:40:00,7/23/2010 20:40,14.07,7.89,7.89,18.961,113.3705059
buffalo,up1,7/23/2010,20:45:00,7/23/2010 20:45,14.02,7.89,7.89,14.586,81.8698901
buffalo,up1,7/23/2010,20:50:00,7/23/2010 20:50,14,7.86,7.86,10.734,58.31594461
buffalo,up1,7/23/2010,20:55:00,7/23/2010 20:55,13.96,7.86,7.86,7.6144,50.57362404
buffalo,up1,7/23/2010,21:00:00,7/23/2010 21:00,13.94,7.85,7.85,5.0282,41.35632227
buffalo,up1,7/23/2010,21:05:00,7/23/2010 21:05,13.9,7.86,7.86,2.9203,33.74109853
buffalo,up1,7/23/2010,21:10:00,7/23/2010 21:10,13.87,7.84,7.84,1.488,26.18992978
buffalo,up1,7/23/2010,21:15:00,7/23/2010 21:15,13.83,7.86,7.86,0.67343,20.19773316
buffalo,up1,7/23/2010,21:20:00,7/23/2010 21:20,13.79,7.84,7.84,0.27696,11.29531545
buffalo,up1,7/23/2010,21:25:00,7/23/2010 21:25,13.74,7.84,7.84,0.11452,3.959584736
buffalo,up1,7/23/2010,21:30:00,7/23/2010 21:30,13.73,7.8,7.8,0.048247,0
buffalo,up1,7/23/2010,21:35:00,7/23/2010 21:35,13.69,7.81,7.81,0.02058,0
buffalo,up1,7/23/2010,21:40:00,7/23/2010 21:40,13.66,7.82,7.82,0,0
buffalo,up1,7/23/2010,21:45:00,7/23/2010 21:45,13.61,7.8,7.8,0,0
buffalo,up1,7/23/2010,21:50:00,7/23/2010 21:50,13.58,7.79,7.79,0,0
buffalo,up1,7/23/2010,21:55:00,7/23/2010 21:55,13.55,7.79,7.79,0,0
buffalo,up1,7/23/2010,22:00:00,7/23/2010 22:00,13.51,7.8,7.8,0,0
buffalo,up1,7/23/2010,22:05:00,7/23/2010 22:05,13.47,7.78,7.78,0,0
buffalo,up1,7/23/2010,22:10:00,7/23/2010 22:10,13.44,7.78,7.78,0,0
buffalo,up1,7/23/2010,22:15:00,7/23/2010 22:15,13.41,7.77,7.77,0,0
buffalo,up1,7/23/2010,22:20:00,7/23/2010 22:20,13.37,7.75,7.75,0,0
buffalo,up1,7/23/2010,22:25:00,7/23/2010 22:25,13.34,7.77,7.77,0,0
buffalo,up1,7/23/2010,22:30:00,7/23/2010 22:30,13.3,7.77,7.77,0,0
buffalo,up1,7/23/2010,22:35:00,7/23/2010 22:35,13.28,7.75,7.75,0,0
buffalo,up1,7/23/2010,22:40:00,7/23/2010 22:40,13.25,7.74,7.74,0,0
buffalo,up1,7/23/2010,22:45:00,7/23/2010 22:45,13.22,7.76,7.76,0,0
buffalo,up1,7/23/2010,22:50:00,7/23/2010 22:50,13.19,7.76,7.76,0,0
buffalo,up1,7/23/2010,22:55:00,7/23/2010 22:55,13.15,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:00:00,7/23/2010 23:00,13.13,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:05:00,7/23/2010 23:05,13.1,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:10:00,7/23/2010 23:10,13.08,7.75,7.75,0,0
buffalo,up1,7/23/2010,23:15:00,7/23/2010 23:15,13.04,7.73,7.73,0,0
buffalo,up1,7/23/2010,23:20:00,7/23/2010 23:20,13.02,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:25:00,7/23/2010 23:25,13,7.75,7.75,0,0
buffalo,up1,7/23/2010,23:30:00,7/23/2010 23:30,12.97,7.73,7.73,0,0
buffalo,up1,7/23/2010,23:35:00,7/23/2010 23:35,12.95,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:40:00,7/23/2010 23:40,12.91,7.73,7.73,0,0
buffalo,up1,7/23/2010,23:45:00,7/23/2010 23:45,12.88,7.73,7.73,0,0
buffalo,up1,7/23/2010,23:50:00,7/23/2010 23:50,12.86,7.74,7.74,0,0
buffalo,up1,7/23/2010,23:55:00,7/23/2010 23:55,12.82,7.75,7.75,0,0
buffalo,up1,7/24/2010,0:00:00,7/24/2010 0:00,12.8,7.75,7.75,0,0
buffalo,up1,7/24/2010,0:05:00,7/24/2010 0:05,12.76,7.75,7.75,0,0
buffalo,up1,7/24/2010,0:10:00,7/24/2010 0:10,12.74,7.75,7.75,0,0
buffalo,up1,7/24/2010,0:15:00,7/24/2010 0:15,12.71,7.75,7.75,0,0
buffalo,up1,7/24/2010,0:20:00,7/24/2010 0:20,12.67,7.76,7.76,0,0
buffalo,up1,7/24/2010,0:25:00,7/24/2010 0:25,12.64,7.76,7.76,0,0
buffalo,up1,7/24/2010,0:30:00,7/24/2010 0:30,12.61,7.76,7.76,0,0
buffalo,up1,7/24/2010,0:35:00,7/24/2010 0:35,12.59,7.78,7.78,0,0
buffalo,up1,7/24/2010,0:40:00,7/24/2010 0:40,12.56,7.77,7.77,0,0
buffalo,up1,7/24/2010,0:45:00,7/24/2010 0:45,12.53,7.76,7.76,0,0
buffalo,up1,7/24/2010,0:50:00,7/24/2010 0:50,12.5,7.79,7.79,0,0
buffalo,up1,7/24/2010,0:55:00,7/24/2010 0:55,12.47,7.77,7.77,0,0
buffalo,up1,7/24/2010,1:00:00,7/24/2010 1:00,12.44,7.79,7.79,0,0
buffalo,up1,7/24/2010,1:05:00,7/24/2010 1:05,12.41,7.79,7.79,0,0
buffalo,up1,7/24/2010,1:10:00,7/24/2010 1:10,12.38,7.81,7.81,0,0
buffalo,up1,7/24/2010,1:15:00,7/24/2010 1:15,12.36,7.79,7.79,0,0
buffalo,up1,7/24/2010,1:20:00,7/24/2010 1:20,12.32,7.81,7.81,0,0
buffalo,up1,7/24/2010,1:25:00,7/24/2010 1:25,12.3,7.82,7.82,0,0
buffalo,up1,7/24/2010,1:30:00,7/24/2010 1:30,12.27,7.81,7.81,0,0
buffalo,up1,7/24/2010,1:35:00,7/24/2010 1:35,12.24,7.83,7.83,0,0
buffalo,up1,7/24/2010,1:40:00,7/24/2010 1:40,12.21,7.82,7.82,0,0
buffalo,up1,7/24/2010,1:45:00,7/24/2010 1:45,12.18,7.83,7.83,0,0
buffalo,up1,7/24/2010,1:50:00,7/24/2010 1:50,12.15,7.84,7.84,0,0
buffalo,up1,7/24/2010,1:55:00,7/24/2010 1:55,12.12,7.85,7.85,0,0
buffalo,up1,7/24/2010,2:00:00,7/24/2010 2:00,12.09,7.85,7.85,0,0
buffalo,up1,7/24/2010,2:05:00,7/24/2010 2:05,12.06,7.86,7.86,0,0
buffalo,up1,7/24/2010,2:10:00,7/24/2010 2:10,12.02,7.87,7.87,0,0
buffalo,up1,7/24/2010,2:15:00,7/24/2010 2:15,11.99,7.88,7.88,0,0
buffalo,up1,7/24/2010,2:20:00,7/24/2010 2:20,11.96,7.88,7.88,0,0
buffalo,up1,7/24/2010,2:25:00,7/24/2010 2:25,11.92,7.9,7.9,0,0
buffalo,up1,7/24/2010,2:30:00,7/24/2010 2:30,11.89,7.92,7.92,0,0
buffalo,up1,7/24/2010,2:35:00,7/24/2010 2:35,11.85,7.9,7.9,0,0
buffalo,up1,7/24/2010,2:40:00,7/24/2010 2:40,11.82,7.91,7.91,0,0
buffalo,up1,7/24/2010,2:45:00,7/24/2010 2:45,11.78,7.92,7.92,0,0
buffalo,up1,7/24/2010,2:50:00,7/24/2010 2:50,11.75,7.92,7.92,0,0
buffalo,up1,7/24/2010,2:55:00,7/24/2010 2:55,11.72,7.93,7.93,0,0
buffalo,up1,7/24/2010,3:00:00,7/24/2010 3:00,11.68,7.95,7.95,0,0
buffalo,up1,7/24/2010,3:05:00,7/24/2010 3:05,11.65,7.94,7.94,0,0
buffalo,up1,7/24/2010,3:10:00,7/24/2010 3:10,11.61,7.96,7.96,0,0
buffalo,up1,7/24/2010,3:15:00,7/24/2010 3:15,11.57,7.97,7.97,0,0
buffalo,up1,7/24/2010,3:20:00,7/24/2010 3:20,11.54,7.96,7.96,0,0
buffalo,up1,7/24/2010,3:25:00,7/24/2010 3:25,11.51,7.98,7.98,0,0
buffalo,up1,7/24/2010,3:30:00,7/24/2010 3:30,11.46,7.98,7.98,0,0
buffalo,up1,7/24/2010,3:35:00,7/24/2010 3:35,11.43,8.01,8.01,0,0
buffalo,up1,7/24/2010,3:40:00,7/24/2010 3:40,11.39,8,8,0,0
buffalo,up1,7/24/2010,3:45:00,7/24/2010 3:45,11.35,8.03,8.03,0,0
buffalo,up1,7/24/2010,3:50:00,7/24/2010 3:50,11.3,8.03,8.03,0,0
buffalo,up1,7/24/2010,3:55:00,7/24/2010 3:55,11.26,8.04,8.04,0,0
buffalo,up1,7/24/2010,4:00:00,7/24/2010 4:00,11.22,8.03,8.03,0,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
